0seqname_firstname_last agstreet              city      state     zip       dollar              pick  date      0000000000000000000000000float00000000000000000000credt-card00000000000000000000000natural
0656Caroline  Ruiz      50Tugned Circle       Ucivosi   ND        70381     $3614.14            BLUE  03/01/20140000000000000-75005552282.8288000000000000000036134185911893000000000000005200385658585088
0657Eunice    Frazier   46Ruvhu Parkway       Tevloed   IA        81170     $7497.00            WHITE 09/21/20590000000000000467055130601.0624000000000000000345939518791234000000000000007009831202324480
0658Betty     McBride   53Buwom Parkway       Gasiki    WV        58138     $3343.67            GREEN 07/22/19680000000000000000775657462169.6000000000000005610652978479854000000000000002737877968486400
0659Gene      Hampton   33Rubfa Street        Bependa   MT        79321     $994.11             YELLOW09/07/1909000000000000-662486280621.2607000000000000005186874026905730000000000000002848802299969536
0660Julian    Black     46Okofi Drive         Buffirah  IA        51483     $2177.54            GREEN 12/17/2058000000000000-664519654034.6368000000000000006244293948068170000000000000002926867275317248
0661Frances   Harris    63Wafpog Mill         Legegkum  GA        51146     $6407.31            WHITE 08/13/1967000000000000-692659919886.7456000000000000005488372676527156000000000000000558367028281344
0662Belle     Maldonado 25Gikfi Street        Jefigif   ND        62429     $518.05             BLUE  03/24/2015000000000000-604849078639.0016000000000000005610620093657738000000000000006358813504438272
0663Jack      Clayton   51Azuri River         Ipolicmu  KS        21968     $4040.41            YELLOW09/18/20430000000000000-839157104508.928000000000000003528642914679465000000000000003068757230485504
0664Juan      Holland   41Hihah Mill          Ziklujuz  WI        78847     $4098.80            GREEN 05/25/1959000000000000-258028650836.7872000000000000006379020412891614000000000000002810425267716096
0665Agnes     Johnston  53Wangu Loop          Walaadu   IL        02964     $5311.63            GREEN 12/28/1960000000000000-703562258998.8864000000000000000030095921345793000000000000004288350825480192
0666Eliza     Barker    19Ejofa Court         Awijuli   MD        19453     $5265.17            YELLOW06/05/203200000000000000-74295225090.048000000000000006304613347133779000000000000008938400079937536
0667Eddie     Griffith  53Soino Extension     Omvuep    LA        63793     $6492.09            BLUE  08/12/19550000000000000683026319566.4384000000000000004395988003263192000000000000007363406071857152
0668Jessie    Curry     64Tosgo Glen          Joworuwu  WV        89262     $1993.14            GREEN 11/26/2022000000000000-346079856322.1504000000000000006334838288922609000000000000003618967157473280
0669Esther    Patton    54Pepo Highway        Sivhumote KS        13325     $8195.12            RED   02/10/19310000000000000-690155839029.248000000000000006230148222024974000000000000003673912156094464
0670Wayne     Klein     23Gicpu Street        Nezjewave VA        55789     $8372.82            YELLOW05/08/1912000000000000-853924462041.4976000000000000004026136110688821000000000000008685030964461568
0671Barbara   Dennis    25Ajoti Mill          Isifalod  IN        63267     $8786.64            YELLOW08/15/194100000000000000720675356540.928000000000000006234107964568776000000000000007254462722736128
0672Adrian    Summers   22Fejde Street        Hanadaito NY        38422     $9977.27            BLUE  11/01/20170000000000000419268830796.1856000000000000000342478379341899000000000000008510304260456448
0673Jean      Gray      26Pejtus Center       Gepeul    KS        75955     $7443.26            BLUE  06/24/19090000000000000-79395136366.1824000000000000003528239345698311000000000000003591773628661760
0674Lina      Munoz     21Mozom Manor         Numsuwub  AK        81167     $1116.90            GREEN 09/27/19300000000000000-374580210302.976000000000000000030091848605476000000000000007169957947244544
0675Ronald    Howard    53Pumec Boulevard     Viwjorve  OH        41800     $4791.45            YELLOW12/15/2065000000000000000-126991361.6384000000000000000201425034058087000000000000001291391414042624
0676Adeline   Fields    42Guhfo Lane          Viwlapi   CT        01121     $9656.83            RED   03/13/2018000000000000-622145375410.5856000000000000006266834026710531000000000000008439117538918400
0677Isaiah    Webster   56Rigo Key            Kisonhi   WA        18773     $5727.78            WHITE 05/17/1931000000000000-653114920769.9456000000000000005610016178104250000000000000007153582906277888
0678Alexander McLaughlin39Netil Plaza         Dewocwo   OR        25567     $5545.07            BLUE  08/24/19820000000000000171477572570.3168000000000000006246428442187310000000000000007835304029323264
0679Florence  Reese     51Sone Square         Onojeet   TN        62868     $447.93             RED   09/22/2022000000000000-202147810299.0848000000000000003528479419689800000000000000005998964889354240
0680Ida       Lawrence  36Edrub Drive         Pinisiki  OH        71516     $8063.84            BLUE  03/28/1960000000000000-233609976243.8144000000000000006304415723079281000000000000003503211092639744
0681Isaiah    Wilkins   42Ubebe Terrace       Acfepgo   CT        15502     $5012.22            GREEN 09/10/2055000000000000-866313179863.4496000000000000000036275900810132000000000000001123151989702656
0682Inez      Robbins   19Cebi Road           Calgobu   IN        50610     $1166.49            WHITE 06/19/19210000000000000537660817722.5728000000000000004903862772608926000000000000004447376097935360
0683Lawrence  Osborne   64Jisuhi Key          Ricara    VT        28279     $3875.54            RED   01/13/19630000000000000631382971357.5936000000000000005018487119669297000000000000001422740531707904
0684May       Warner    41Ukugas Avenue       Nilugcaw  WV        37241     $6769.40            BLUE  10/04/20360000000000000-14149739557.6832000000000000005018420341040987000000000000000529920738459648
0685Benjamin  Casey     19Padir Parkway       Loznilce  NJ        48345     $8235.63            YELLOW09/30/1961000000000000-850735393039.9744000000000000005145639237522875000000000000006175489190264832
0686Essie     Chambers  37Cunofe Plaza        Rabdufus  NM        69141     $8655.76            WHITE 10/08/20200000000000000732364553374.9248000000000000006011288659019280000000000000005316864490078208
0687Nathan    Romero    26Desol Street        Sesmaka   SC        96294     $9629.68            GREEN 03/11/20430000000000000-314377815195.648000000000000004026827427046246000000000000003223771603271680
0688Landon    Manning   65Wozof Heights       Zabkiiri  KY        01172     $6692.74            BLUE  05/17/1952000000000000-792428610270.0032000000000000005610701763480070000000000000008491826637963264
0689Louis     Leonard   30Luno View           Katamuk   FL        18348     $2630.82            WHITE 05/20/19450000000000000331389399256.2688000000000000006370596374136360000000000000000854467788406784
0690Ann       Phelps    51Tocwum Boulevard    Ludifib   OR        78390     $3017.95            WHITE 05/01/19450000000000000019167050307.9936000000000000003528150194991212000000000000008854172097052672
0691Nannie    Owen      43Basnof Square       Riwuhgec  PA        50508     $2949.38            WHITE 12/27/19290000000000000-92810236447.9488000000000000000036910825334798000000000000008097443906322432
0692Lee       Stevens   55Ciwlat Mill         Locrugkeg PA        22412     $3273.39            WHITE 11/08/196300000000000000-49068908740.608000000000000000030012198697210000000000000005522005994504192
0693Lettie    Chavez    32Ralom Path          Tihjowco  NY        78355     $6044.46            RED   06/06/207000000000000000875377922670.592000000000000005472766720789183000000000000002200110786150400
0694Gerald    Peters    46Vuzoto Terrace      Nekovotu  UT        43193     $1671.03            RED   04/25/1964000000000000-247810904765.2352000000000000004238254835267278000000000000003511311841361920
0695Albert    Schwartz  46Jitmaz Point        Suvbodpo  HI        05299     $2084.33            BLUE  07/12/19670000000000000812522700328.1407000000000000000343569141300541000000000000001800928755712000
0696Ollie     Martin    61Cehjaj Court        Kuzenav   LA        06147     $6043.46            RED   01/12/1946000000000000000186928060170.24000000000000006304537296553812000000000000006232389151883264
0697Edward    Reyes     45Infa Road           Wewwelhuc WI        70420     $527.02             RED   07/25/19860000000000000093697793117.3888000000000000000030048318203646000000000000002933686345400320
0698Ralph     Spencer   60Satteh Square       Mejhorek  NE        29408     $5114.87            YELLOW02/02/20440000000000000380261569554.0224000000000000004397902408455640000000000000007437629945544704
0699Effie     Castillo  20Jefe Place          Dukepmo   AL        13889     $17.69              WHITE 06/30/20320000000000000388657809509.5808000000000000000036293831462782000000000000002024247952146432
0700Richard   Williamson49Joszah View         Logdumfa  NM        24761     $5354.19            WHITE 10/29/19090000000000000402067904108.9536000000000000005610249009089164000000000000003088491757961216
0701Susie     Flowers   64Ejani Pass          Sorfeic   DC        95605     $3556.28            YELLOW07/11/19180000000000000809590344961.2288000000000000006334405309708258000000000000005831829818966016
0702Isabelle  Hines     36Zekak Trail         Ophesse   MS        77189     $189.52             YELLOW02/08/1961000000000000-749422452618.0352000000000000004903231583800595000000000000007559034076921856
0703Johanna   Bridges   43Puga Park           Behginim  NM        56258     $2928.40            RED   04/15/20400000000000000630203489871.4624000000000000006371015703506812000000000000007360757901557760
0704Beatrice  Porter    32Zowtof Pass         Caeloel   PA        49217     $8980.81            GREEN 03/25/202700000000000000853612718718.976000000000000004026800759095198000000000000007498760829534208
0705Lida      Banks     36Debvof Point        Zuwomle   MA        42466     $6914.50            GREEN 02/07/2004000000000000-573408516295.8848000000000000006334796403695585000000000000008193468509716480
0706Alex      Jefferson 62Teuro Pass          Hegwuutu  MN        27466     $2381.04            BLUE  05/02/200700000000000000540632613388.288000000000000006334385760770700000000000000005752551358070784
0707Russell   McGuire   61Fecu Grove          Hovofja   UT        70351     $983.72             YELLOW06/11/19640000000000000-222478062321.664000000000000000030071028265036000000000000004869201583931392
